Date,Demand,,max,min,avg
01/19/2017,6.8,,1.9,-1,0.5
01/20/2017,6.1,,2.5,-0.8,0.9
01/21/2017,2.9,,6.7,1.4,4.1
01/22/2017,3.9,,4.4,0.5,2.5
01/23/2017,6.4,,,0.4,
01/24/2017,6.1,,0.8,-0.6,0.1
01/25/2017,5.2,,4.4,0.1,2.3
01/26/2017,5.6,,4.4,-1.2,1.6
01/27/2017,5.5,,0.1,-3.1,-1.5
01/28/2017,5.6,,-2.4,-3.7,-3.1
01/29/2017,2.5,,-3.6,-12.6,-8.1
01/30/2017,10.9,,-5.3,-13.7,-9.5
01/31/2017,7.8,,-2.2,-7.8,-5
02/01/2017,7.1,,0.6,-4.6,-2
02/02/2017,6.8,,-4.6,-9.2,-6.9
02/03/2017,7.3,,-7.2,-10.6,-8.9
02/04/2017,6.4,,-4.3,-10.8,-7.6
02/05/2017,4.0,,-0.7,-6.2,-3.5
02/06/2017,8.2,,0.2,-7.8,-3.8
02/07/2017,6.9,,6.2,-1.3,2.5
02/08/2017,5.9,,2,-9.1,-3.6
02/09/2017,6.5,,-5.2,-10.9,-8.1
02/10/2017,9.2,,-3.1,-9.2,-6.2
02/11/2017,5.8,,3.1,-7.6,-2.3
02/12/2017,3.9,,1.6,-3.5,-1
02/13/2017,7.4,,-1.8,-12.5,-7.2
02/14/2017,6.9,,3,-11.6,-4.3
02/15/2017,5.0,,0.6,-7.1,-3.3
02/16/2017,5.7,,-5,-9.5,-7.3
02/17/2017,7.7,,1.2,-12.9,-5.9
02/18/2017,2.6,,11.9,-6.1,2.9
02/19/2017,3.0,,10.2,-1.6,4.3
02/20/2017,2.4,,7,-4.1,1.5
02/21/2017,5.1,,7.6,-2.2,2.7
02/22/2017,4.9,,14.6,2.8,8.7
02/23/2017,2.4,,16.8,0.3,8.6
02/24/2017,3.4,,12.2,2.4,7.3
02/25/2017,2.7,,12.3,-4.3,4
02/26/2017,5.0,,2.1,-5.5,-1.7
02/27/2017,7.5,,8.3,-0.9,3.7
02/28/2017,4.6,,10.3,-3.4,3.5
03/01/2017,4.8,,12.6,-6.1,3.3
03/02/2017,6.7,,-2.7,-8,-5.4
03/03/2017,6.6,,-6.3,-10.2,-8.3
03/04/2017,6.2,,-6.4,-13.1,-9.8
03/05/2017,4.7,,-0.8,-13.8,-7.3
03/06/2017,8.4,,10.6,-2.6,4
03/07/2017,2.0,,11.6,3.9,7.8
03/08/2017,5.3,,9.5,-0.5,4.5
03/09/2017,6.0,,2.1,-3.6,-0.8
03/10/2017,9.1,,-2.9,-11.4,-7.2
03/11/2017,8.2,,-6.8,-12.7,-9.8
03/12/2017,4.6,,-5.4,-16.1,-10.8
03/13/2017,11.5,,-6.8,-11.6,-9.2
03/14/2017,10.0,,-8.3,-12.4,-10.4
03/15/2017,9.4,,-5,-10.1,-7.6
03/16/2017,5.2,,0.4,-9.2,-4.4
03/17/2017,4.4,,5.8,-10.4,-2.3
03/18/2017,3.3,,0.9,-1.5,-0.3
03/19/2017,2.6,,7.2,-2.1,2.6
03/20/2017,5.5,,5.7,-1.8,2
03/21/2017,4.6,,10.5,-5.4,2.6
03/22/2017,6.5,,-2.5,-9.6,-6.1
03/23/2017,3.8,,4.2,-10.5,-3.2
03/24/2017,2.7,,17.6,0,8.8
03/25/2017,2.4,,3.6,0.2,1.9
03/26/2017,4.1,,5.6,0.1,2.9
03/27/2017,3.7,,13.1,5.5,9.3
03/28/2017,2.3,,11.2,-0.1,5.6
03/29/2017,3.3,,12.2,-2.7,4.8
03/30/2017,4.2,,2.6,-0.2,1.2
03/31/2017,5.2,,3.3,0.7,2
04/01/2017,3.3,,11.1,-0.6,5.3
04/02/2017,1.8,,15.5,-1.5,7
04/03/2017,3.9,,13.7,4.9,9.3
04/04/2017,3.5,,12.1,3.1,7.6
04/05/2017,2.9,,11.7,3.1,7.4
04/06/2017,7.1,,7.5,0.2,3.9
04/07/2017,6.4,,5,-1,2
04/08/2017,3.4,,12.8,-1.4,5.7
04/09/2017,1.6,,19.8,-0.1,9.9
04/10/2017,5.0,,21.9,12,17
04/11/2017,2.1,,21.2,5.4,13.3
04/12/2017,4.5,,6.5,0.1,3.3
04/13/2017,5.3,,12.3,-2.1,5.1
04/14/2017,0.4,,15.7,2.1,8.9
04/15/2017,2.7,,22.5,3,12.8
04/16/2017,1.2,,21.2,8.3,14.8
04/17/2017,3.9,,12.7,0,6.4
04/18/2017,5.9,,11.8,-2.8,4.5
04/19/2017,4.3,,19.6,4.9,12.3
04/20/2017,4.6,,8.1,3.8,6
04/21/2017,4.5,,9.2,3.7,6.5
04/22/2017,1.9,,14.3,2.4,8.4
04/23/2017,1.0,,18.8,-1,8.9
04/24/2017,4.3,,14.1,2.4,8.3
04/25/2017,3.7,,10.8,4.9,7.9
04/26/2017,1.9,,18.9,7.1,13
04/27/2017,2.1,,26.6,7.7,17.2
04/28/2017,3.1,,16.8,6.4,11.6
04/29/2017,2.1,,11.9,6.3,9.1
04/30/2017,3.3,,7.1,2.8,5
05/01/2017,4.2,,16.8,4.2,10.5
05/02/2017,6.1,,8.8,4.4,6.6
05/03/2017,4.4,,12.8,2.5,7.7
05/04/2017,4.2,,8.8,3.4,6.1
05/05/2017,4.7,,8.2,4.8,6.5
05/06/2017,4.3,,6.2,4,5.1
05/07/2017,2.6,,8.9,0.8,4.9
05/08/2017,2.5,,9.5,-0.8,4.4
05/09/2017,2.4,,13.5,-1.9,5.8
05/10/2017,2.9,,14.6,1.5,8.1
05/11/2017,1.9,,14.2,3.4,8.8
05/12/2017,2.3,,14.2,2.1,8.2
05/13/2017,1.7,,19.1,3.6,11.4
05/14/2017,0.7,,14.8,4.8,9.8
05/15/2017,2.9,,19.2,3.3,11.3
05/16/2017,1.8,,20.3,3.3,11.8
05/17/2017,13.1,,28.3,7.5,17.9
05/18/2017,21.8,,28.3,13.1,20.7
05/19/2017,7.2,,13.8,7.1,10.5
05/20/2017,1.7,,14.7,6,10.4
05/21/2017,3.4,,16.3,8.2,12.3
05/22/2017,1.4,,16.9,6.9,11.9
05/23/2017,3.7,,20.8,7,13.9
05/24/2017,4.1,,21.4,11,16.2
05/25/2017,2.5,,13,10.4,11.7
05/26/2017,1.8,,16.7,11.1,13.9
05/27/2017,1.6,,21.2,10.3,15.8
05/28/2017,0.6,,22.6,8.2,15.4
05/29/2017,7.6,,24.6,11,17.8
05/30/2017,3.3,,22,9.4,15.7
05/31/2017,3.1,,21.6,8.8,15.2
06/01/2017,2.1,,17.4,6.9,12.2
06/02/2017,2.3,,19.7,5.2,12.5
06/03/2017,1.4,,22.8,9.3,16.1
06/04/2017,2.0,,26.3,11.4,18.9
06/05/2017,8.5,,16.8,11.7,14.3
06/06/2017,3.3,,17.6,9,13.3
06/07/2017,5.0,,22.4,5.4,13.9
06/08/2017,5.7,,24.2,5.2,14.7
06/09/2017,6.2,,25.8,8.2,17
06/10/2017,14.1,,30.3,10.1,20.2
06/11/2017,33.2,,31.4,19,25.2
06/12/2017,51.8,,31,18,24.5
06/13/2017,30.7,,26.2,13.4,19.8
06/14/2017,13.1,,24.7,13,18.9
06/15/2017,5.1,,19.8,14.1,17
06/16/2017,8.9,,30.5,12.4,21.5
06/17/2017,5.4,,29.8,16.2,23
06/18/2017,7.9,,28.3,15.7,22
06/19/2017,12.0,,25.4,13.8,19.6
06/20/2017,6.3,,22.7,11.2,17
06/21/2017,5.4,,22.5,11.2,16.9
06/22/2017,3.6,,25.6,8.2,16.9
06/23/2017,5.6,,25,14.9,20
06/24/2017,1.9,,23,12.9,18
06/25/2017,2.2,,20.5,11.4,16
06/26/2017,3.6,,21.2,7.9,14.6
06/27/2017,1.6,,20.1,9.4,14.8
06/28/2017,4.6,,24.1,7,15.6
06/29/2017,6.7,,27,14.1,20.6
06/30/2017,4.0,,27.2,18.3,22.8
07/01/2017,4.4,,24.3,14,19.2
07/02/2017,3.2,,26.2,11.6,18.9
07/03/2017,5.4,,23.8,12,17.9
07/04/2017,6.4,,26.4,9.6,18
07/05/2017,10.8,,27.4,9.6,18.5
07/06/2017,10.3,,30.6,11.7,21.2
07/07/2017,10.6,,28.1,16.1,22.1
07/08/2017,3.1,,23.4,13.4,18.4
07/09/2017,0.9,,26.9,13.5,20.2
07/10/2017,6.6,,23.8,15.1,19.5
07/11/2017,7.5,,28.5,12.8,20.7
07/12/2017,12.7,,26.8,15.4,21.1
07/13/2017,6.5,,21.1,15.5,18.3
07/14/2017,2.8,,25.8,16.1,21
07/15/2017,2.7,,26.1,13.5,19.8
07/16/2017,1.1,,25.1,15.2,20.2
07/17/2017,7.9,,25.9,17,21.5
07/18/2017,8.4,,27.4,13.1,20.3
07/19/2017,10.5,,29.7,13.7,21.7
07/20/2017,8.1,,27.2,12.8,20
07/21/2017,8.6,,28.4,15.9,22.2
07/22/2017,3.6,,22.5,17.4,20
07/23/2017,3.0,,25.2,17.9,21.6
07/24/2017,2.7,,20.4,15.4,17.9
07/25/2017,2.4,,24.9,11.6,18.3
07/26/2017,4.6,,23,9.2,16.1
07/27/2017,4.3,,26.7,16.2,21.5
07/28/2017,3.2,,22.3,11.4,16.9
07/29/2017,0.8,,26.7,11,18.9
07/30/2017,3.7,,27.7,13.6,20.7
07/31/2017,9.5,,28.9,12.5,20.7
08/01/2017,10.5,,28,13.3,20.7
08/02/2017,9.9,,28.9,12.9,20.9
08/03/2017,7.2,,27.6,14.2,20.9
08/04/2017,6.5,,25.4,15.3,20.4
08/05/2017,1.1,,20.2,8.8,14.5
08/06/2017,0.6,,24.8,7.2,16
08/07/2017,1.4,,21.4,12.3,16.9
08/08/2017,6.8,,24.8,8.6,16.7
08/09/2017,2.0,,27.3,12.2,19.8
08/10/2017,6.3,,27.9,11,19.5
08/11/2017,4.0,,24.7,14.5,19.6
08/12/2017,2.8,,24.2,14,19.1
08/13/2017,2.2,,24.5,11.6,18.1
08/14/2017,5.7,,25.6,12.2,18.9
08/15/2017,4.8,,25.5,13.2,19.4
08/16/2017,5.0,,25.1,12.4,18.8
08/17/2017,3.8,,22.1,13.5,17.8
08/18/2017,3.9,,24.2,17.8,21
08/19/2017,1.9,,22.2,12.3,17.3
08/20/2017,1.9,,26.9,11.8,19.4
08/21/2017,7.6,,28.8,12.4,20.6
08/22/2017,6.4,,24.6,14.3,19.5
08/23/2017,3.6,,21.1,11.1,16.1
08/24/2017,2.0,,20.3,9.3,14.8
08/25/2017,1.4,,20.8,5.7,13.3
08/26/2017,0.9,,21.4,5,13.2
08/27/2017,0.6,,22.8,5.7,14.3
08/28/2017,3.0,,23.5,11.8,17.7
08/29/2017,4.0,,23.7,10.6,17.2
08/30/2017,3.0,,24.8,9,16.9
08/31/2017,1.8,,18.7,6.8,12.8
09/01/2017,2.0,,17.8,4.7,11.3
09/02/2017,1.0,,20.6,4,12.3
09/03/2017,0.9,,20.7,13.5,17.1
09/04/2017,0.9,,25.2,13.4,19.3
09/05/2017,2.5,,20.1,9.2,14.7
09/06/2017,3.4,,19.9,5.6,12.8
09/07/2017,4.6,,17.2,6.8,12
09/08/2017,3.7,,17.5,6.1,11.8
09/09/2017,2.1,,17.3,4.3,10.8
09/10/2017,2.0,,19.8,2.9,11.4
09/11/2017,4.2,,22.5,4,13.3
09/12/2017,1.6,,24.9,4.7,14.8
09/13/2017,1.6,,26.5,6.3,16.4
09/14/2017,2.9,,25.6,12.2,18.9
09/15/2017,3.7,,25.7,10,17.9
09/16/2017,2.2,,26.1,10.1,18.1
09/17/2017,3.4,,27.8,10.5,19.2
09/18/2017,9.6,,28.3,11,19.7
09/19/2017,4.8,,25.9,16.1,21
09/20/2017,6.8,,27.6,13.1,20.4
09/21/2017,5.8,,28.6,12.3,20.5
09/22/2017,9.5,,29.4,11.8,20.6
09/23/2017,4.4,,30.5,13.1,21.8
09/24/2017,10.5,,32.5,14.6,23.6
09/25/2017,13.9,,31.4,14.5,23
09/26/2017,12.3,,31.9,14.8,23.4
09/27/2017,7.5,,25.8,11.8,18.8
09/28/2017,2.9,,16.7,4.3,10.5
09/29/2017,6.0,,17.5,5.6,11.6
09/30/2017,5.7,,14.6,1.8,8.2
10/01/2017,3.9,,18.2,-0.9,8.7
10/02/2017,6.9,,21.5,1.1,11.3
10/03/2017,3.6,,25.4,3.3,14.4
10/04/2017,3.6,,22.8,8.8,15.8
10/05/2017,1.7,,21.2,4.7,13
10/06/2017,1.7,,19.1,12.1,15.6
10/07/2017,1.1,,25.4,15.9,20.7
10/08/2017,1.5,,23.2,13.7,18.5
10/09/2017,2.7,,23.5,8.8,16.2
10/10/2017,2.4,,21.7,7.6,14.7
10/11/2017,6.2,,12,6.5,9.3
10/12/2017,16.8,,13.8,6.5,10.2
10/13/2017,5.9,,17.9,8.6,13.3
10/14/2017,2.1,,18.8,10.5,14.7
10/15/2017,0.6,,22.3,5.2,13.8
10/16/2017,10.5,,9.8,-0.5,4.7
10/17/2017,11.3,,18.7,0.1,9.4
10/18/2017,6.4,,19.9,7.4,13.7
10/19/2017,2.0,,19,7,13
10/20/2017,3.7,,21.4,4.5,13
10/21/2017,1.5,,22.2,3.6,12.9
10/22/2017,1.5,,24.6,3.4,14
10/23/2017,5.4,,19.4,10.8,15.1
10/24/2017,4.5,,13.6,6.3,10
10/25/2017,8.3,,10.3,-1.4,4.5
10/26/2017,10.6,,11.1,-2.8,4.2
10/27/2017,9.7,,16.2,-0.6,7.8
10/28/2017,2.4,,9.6,2.2,5.9
10/29/2017,4.7,,7.4,2.5,5
10/30/2017,13.8,,6.8,2.8,4.8
10/31/2017,8.7,,6.2,2,4.1
11/01/2017,10.6,,6.2,0.4,3.3
11/02/2017,6.3,,14.6,5.3,10
11/03/2017,4.0,,9.7,-2.7,3.5
11/04/2017,5.0,,6,-2.5,1.8
11/05/2017,3.2,,16.1,5.1,10.6
11/06/2017,6.7,,9,1.8,5.4
11/07/2017,7.6,,7.5,-3.6,2
11/08/2017,7.2,,6.8,-5.2,0.8
11/09/2017,9.9,,7.4,-5.9,0.8
11/10/2017,13.6,,-5.9,-11.8,-8.9
11/11/2017,9.6,,-1.2,-13.7,-7.5
11/12/2017,5.0,,3.2,-2.4,0.4
11/13/2017,12.5,,4.2,-0.3,2
11/14/2017,5.1,,7.4,-2.5,2.5
11/15/2017,9.6,,7.1,-1.7,2.7
11/16/2017,5.9,,6.4,-1.5,2.5
11/17/2017,6.9,,2.1,-3.8,-0.9
11/18/2017,1.7,,7.2,1.1,4.2
11/19/2017,3.2,,3.6,-2.1,0.8
11/20/2017,8.2,,6.1,-3,1.6
11/21/2017,6.3,,10.2,0.6,5.4
11/22/2017,6.3,,0.6,-3.8,-1.6
11/23/2017,8.4,,1.7,-2.3,-0.3
11/24/2017,5.0,,10,-1.7,4.2
11/25/2017,2.4,,8.3,-0.6,3.9
11/26/2017,4.8,,3.1,-1.1,1
11/27/2017,7.9,,3.8,-1.7,1.1
11/28/2017,5.5,,15.3,-2.2,6.6
11/29/2017,4.7,,8.2,-4.8,1.7
11/30/2017,7.3,,5.8,-5,0.4
12/01/2017,5.2,,6.8,-2.8,2
12/02/2017,4.1,,7.4,-3.3,2.1
12/03/2017,3.9,,6.8,-5.2,0.8
12/04/2017,5.8,,9.8,-5.3,2.3
12/05/2017,5.8,,10.9,-1.5,4.7
12/06/2017,8.1,,2.1,-3.8,-0.9
12/07/2017,9.5,,-1.8,-4.8,-3.3
12/08/2017,7.8,,0.3,-5.1,-2.4
12/09/2017,6.1,,0.2,-6.4,-3.1
12/10/2017,6.3,,-3.2,-4.8,-4
12/11/2017,12.9,,-4.5,-7.6,-6.1
12/12/2017,10.3,,-3.3,-13.5,-8.4
12/13/2017,16.6,,-8.9,-16.4,-12.7
12/14/2017,11.4,,-7.9,-20.2,-14.1
12/15/2017,9.3,,-4.6,-12.3,-8.5
12/16/2017,4.8,,-4.6,-13.8,-9.2
12/17/2017,7.0,,-5.3,-11.5,-8.4
12/18/2017,9.9,,3.3,-5.3,-1
12/19/2017,6.3,,4.8,1.2,3
12/20/2017,5.3,,1.5,-4.1,-1.3
12/21/2017,8.1,,-1,-4.6,-2.8
12/22/2017,6.3,,-2.5,-6,-4.3
12/23/2017,4.8,,-0.7,-4.8,-2.8
12/24/2017,3.5,,-3.5,-14.6,-9.1
12/25/2017,4.3,,-5,-13.4,-9.2
12/26/2017,9.6,,-13.4,-18.5,-16
12/27/2017,19.4,,-11.1,-25,-18.1
12/28/2017,11.8,,-11.8,-21.5,-16.7
12/29/2017,9.6,,-9.5,-20,-14.8
12/30/2017,6.3,,-8.3,-19.8,-14.1
12/31/2017,8.9,,-14.3,-28.2,-21.3
01/01/2018,9.7,,-9.8,-26.9,-18.4
01/02/2018,14.3,,-9.7,-16,-12.9
01/03/2018,12.0,,-8.7,-16.2,-12.5
01/04/2018,10.3,,-9.6,-19.6,-14.6
01/05/2018,15.7,,-17.1,-22.7,-19.9
01/06/2018,11.8,,-16.8,-25.6,-21.2
01/07/2018,8.7,,-3.4,-21.4,-12.4
01/08/2018,8.6,,1,-3.6,-1.3
01/09/2018,6.7,,-0.2,-13.9,-7.1
01/10/2018,8.4,,5.5,-14.3,-4.4
01/11/2018,3.7,,11.5,4.9,8.2
01/12/2018,8.2,,11.2,-11.2,0
01/13/2018,9.4,,-11.2,-19.1,-15.2
01/14/2018,8.6,,-7.9,-20.4,-14.2
01/15/2018,10.3,,-7.5,-11.9,-9.7
01/16/2018,9.8,,-4.7,-16.4,-10.6
01/17/2018,6.9,,-7.3,-15.7,-11.5
01/18/2018,6.5,,-5.4,-11.1,-8.3
01/19/2018,5.7,,0.3,-6.4,-3.1
01/20/2018,4.7,,3.9,-4.8,-0.5
01/21/2018,2.4,,1.3,-5.3,-2
01/22/2018,5.3,,1.8,0.6,1.2
01/23/2018,6.0,,4.8,-6.2,-0.7
01/24/2018,6.5,,-6,-10.6,-8.3
01/25/2018,9.5,,-3.4,-13.6,-8.5
01/26/2018,6.2,,6,-6.7,-0.4
01/27/2018,3.7,,7,1,4
01/28/2018,4.4,,3.7,-4.4,-0.4
01/29/2018,8.4,,-3.3,-9,-6.2
01/30/2018,9.3,,-9,-19.2,-14.1
01/31/2018,7.7,,0.7,-16.9,-8.1
02/01/2018,8.1,,2.2,-12.2,-5
02/02/2018,6.8,,-10.6,-16.4,-13.5
02/03/2018,6.7,,-2.4,-11.9,-7.2
02/04/2018,5.4,,0.6,-11.7,-5.6
02/05/2018,9.9,,-9.4,-15.9,-12.7
02/06/2018,5.8,,-7,-17.5,-12.3
02/07/2018,6.6,,-5.9,-15.8,-10.9
02/08/2018,9.6,,-7.7,-18.1,-12.9
02/09/2018,4.7,,-6.6,-11.4,-9
02/10/2018,3.5,,-4.9,-7.3,-6.1
02/11/2018,4.4,,-0.2,-7.3,-3.8
02/12/2018,7.5,,-4.9,-17.6,-11.3
02/13/2018,8.4,,-4.4,-21.8,-13.1
02/14/2018,4.0,,3.9,-8.3,-2.2
02/15/2018,3.2,,6.4,1.5,4
02/16/2018,5.2,,1.5,-8.9,-3.7
02/17/2018,4.8,,-1.7,-9.5,-5.6
02/18/2018,2.8,,1.6,-4,-1.2
02/19/2018,4.3,,10.2,-4.7,2.8
02/20/2018,3.4,,14.2,7.8,11
02/21/2018,3.5,,12.1,-3.1,4.5
02/22/2018,5.2,,1.9,-3.6,-0.9
02/23/2018,5.0,,6.5,-1.6,2.5
02/24/2018,3.3,,3.4,-0.4,1.5
02/25/2018,2.9,,10,0.3,5.2
02/26/2018,4.4,,6.6,-3.5,1.6
02/27/2018,5.2,,12.5,-2,5.3
02/28/2018,4.0,,15,0.3,7.7
03/01/2018,5.4,,2.8,-0.8,1
03/02/2018,6.0,,4.1,-3.1,0.5
03/03/2018,3.9,,3.9,-5.1,-0.6
03/04/2018,4.6,,2.5,-5.8,-1.7
03/05/2018,6.8,,4.8,-7.2,-1.2
03/06/2018,8.3,,-0.7,-7.1,-3.9
03/07/2018,6.4,,2.9,-3.4,-0.3
03/08/2018,6.1,,-2,-5.6,-3.8
03/09/2018,4.9,,1.3,-4.2,-1.5
03/10/2018,4.5,,1,-6.8,-2.9
03/11/2018,5.9,,0.1,-7.2,-3.6
03/12/2018,7.1,,-1.5,-5.7,-3.6
03/13/2018,3.8,,1.6,-7.4,-2.9
03/14/2018,6.2,,-1.5,-6.7,-4.1
03/15/2018,4.4,,2.9,-7.4,-2.3
03/16/2018,5.2,,-2.4,-8.3,-5.4
03/17/2018,3.2,,4.8,-6.6,-0.9
03/18/2018,5.9,,8.2,-8.3,-0.1
03/19/2018,6.0,,2.5,-7.6,-2.6
03/20/2018,6.9,,2.7,-9.7,-3.5
03/21/2018,5.0,,4.6,-5.7,-0.6
03/22/2018,7.6,,4.6,-6,-0.7
03/23/2018,6.7,,4.2,-6.3,-1.1
03/24/2018,4.6,,3.1,-7.1,-2
03/25/2018,4.1,,3.3,-9.7,-3.2
03/26/2018,4.0,,9.1,-3.8,2.7
03/27/2018,5.8,,7.2,1.3,4.3
03/28/2018,3.8,,8.5,0.3,4.4
03/29/2018,3.1,,6.1,1.8,4
03/30/2018,4.9,,4.9,-3.7,0.6
03/31/2018,2.3,,7.7,-4,1.9
04/01/2018,3.7,,1.7,-5.3,-1.8
04/02/2018,5.3,,5.4,-6,-0.3
04/03/2018,6.8,,5.1,-0.8,2.2
04/04/2018,7.9,,5.2,-4.7,0.3
04/05/2018,7.1,,1,-7.4,-3.2
04/06/2018,6.4,,2.9,-5.5,-1.3
04/07/2018,4.1,,-1,-7.2,-4.1
04/08/2018,4.1,,0.3,-6.6,-3.2
04/09/2018,5.9,,2.7,-6.2,-1.8
04/10/2018,4.7,,5.1,-5.4,-0.2
04/11/2018,5.0,,4.7,-3.4,0.7
04/12/2018,3.9,,18.1,-2.9,7.6
04/13/2018,3.4,,8.3,1.5,4.9
04/14/2018,3.3,,3.2,-4.9,-0.9
04/15/2018,3.5,,0.5,-4.9,-2.2
04/16/2018,8.1,,2.2,-1,0.6
04/17/2018,5.4,,0.2,-2.8,-1.3
04/18/2018,5.5,,1.8,-0.8,0.5
04/19/2018,4.3,,1.9,-2,-0.1
04/20/2018,5.0,,5.6,-4,0.8
04/21/2018,1.4,,11.5,-4,3.8
04/22/2018,2.9,,16.1,-3.7,6.2
04/23/2018,4.3,,19.6,-0.4,9.6
04/24/2018,3.0,,15.7,4.2,10
04/25/2018,3.6,,11.9,1.6,6.8
04/26/2018,3.2,,14.1,1,7.6
04/27/2018,3.9,,17.9,-1.3,8.3
04/28/2018,2.7,,6.8,-0.3,3.3
04/29/2018,3.4,,10.3,-0.8,4.8
04/30/2018,4.3,,18.2,-3,7.6
05/01/2018,5.1,,26.7,3.8,15.3
05/02/2018,6.6,,27.7,13.8,20.8
05/03/2018,9.3,,19.6,10.9,15.3
05/04/2018,4.3,,24.4,6.9,15.7
05/05/2018,2.2,,23,7.1,15.1
05/06/2018,0.7,,20.2,8.8,14.5
05/07/2018,6.2,,17.9,5.8,11.9
05/08/2018,6.1,,23.2,2.6,12.9
05/09/2018,4.1,,26.4,4.5,15.5
05/10/2018,3.2,,18.4,2,10.2
05/11/2018,3.6,,12.1,1.9,7
05/12/2018,1.9,,16.7,4.3,10.5
05/13/2018,2.4,,20.8,4.8,12.8
05/14/2018,4.6,,22.8,5.9,14.4
05/15/2018,4.9,,20.9,8.5,14.7
05/16/2018,7.4,,24.2,4.6,14.4
05/17/2018,9.1,,25.4,9,17.2
05/18/2018,4.8,,16,7.6,11.8
05/19/2018,2.0,,21,8.4,14.7
05/20/2018,0.9,,18.6,6.4,12.5
05/21/2018,2.8,,22.3,3.4,12.9
05/22/2018,6.5,,19.2,11,15.1
05/23/2018,8.6,,24.3,9.5,16.9
05/24/2018,12.4,,27.3,7.6,17.5
05/25/2018,16.9,,28.9,12.9,20.9
05/26/2018,15.1,,28.4,14.8,21.6
05/27/2018,20.3,,29.5,13.2,21.4
05/28/2018,32.5,,30.6,14,22.3
05/29/2018,35.6,,27.6,14.5,21.1
05/30/2018,26.1,,30.9,16.6,23.8
05/31/2018,23.3,,28.8,20.4,24.6
06/01/2018,18.3,,27.3,13.9,20.6
06/02/2018,5.8,,22.3,11.9,17.1
06/03/2018,3.3,,22.9,10.6,16.8
06/04/2018,8.2,,18,8.7,13.4
06/05/2018,6.9,,13.2,8.5,10.9
06/06/2018,7.8,,16.5,7.1,11.8
06/07/2018,5.9,,23.2,10.5,16.9
06/08/2018,4.8,,25,9,17
06/09/2018,1.4,,21.9,9.3,15.6
06/10/2018,2.5,,22.8,9.4,16.1
06/11/2018,3.9,,23.3,6.8,15.1
06/12/2018,4.8,,27.9,5.8,16.9
06/13/2018,9.3,,28.6,12.9,20.8
06/14/2018,6.7,,23.7,10.5,17.1
06/15/2018,6.5,,26.8,7.9,17.4
06/16/2018,1.8,,28.1,10.7,19.4
06/17/2018,11.8,,33.9,12.7,23.3
06/18/2018,23.9,,31.4,16.9,24.2
06/19/2018,12.2,,26.6,13.1,19.9
06/20/2018,9.6,,25.6,13.2,19.4
06/21/2018,8.0,,24.6,9,16.8
06/22/2018,3.1,,24.2,7.1,15.7
06/23/2018,2.7,,19.6,16.1,17.9
06/24/2018,2.4,,20.5,13.1,16.8
06/25/2018,7.7,,23.3,9.2,16.3
06/26/2018,7.6,,24.7,6,15.4
06/27/2018,7.8,,22.3,15.4,18.9
06/28/2018,10.2,,27.8,17.6,22.7
06/29/2018,13.1,,31.8,14.5,23.2
06/30/2018,11.2,,33.7,20.5,27.1
07/01/2018,11.1,,32.8,20.4,26.6
07/02/2018,16.3,,31.3,14.5,22.9
07/03/2018,24.4,,30.7,12.7,21.7
07/04/2018,19.3,,32.5,13.8,23.2
07/05/2018,16.4,,33.1,17.8,25.5
07/06/2018,9.4,,23.6,13.5,18.6
07/07/2018,6.0,,26.1,7.2,16.7
07/08/2018,4.6,,29.1,8.1,18.6
07/09/2018,13.1,,31.5,8.6,20.1
07/10/2018,11.5,,28.5,14.3,21.4
07/11/2018,8.9,,27.2,9.8,18.5
07/12/2018,8.0,,29.1,9,19.1
07/13/2018,6.7,,31,14.8,22.9
07/14/2018,4.8,,28.1,17.1,22.6
07/15/2018,6.9,,31.8,16.6,24.2
07/16/2018,12.1,,33.5,17.2,25.4
07/17/2018,8.3,,25.7,13.7,19.7
07/18/2018,6.4,,25.2,11.1,18.2
07/19/2018,5.5,,27.1,8.7,17.9
07/20/2018,5.6,,30.1,11.8,21
07/21/2018,3.0,,25.5,18.7,22.1
07/22/2018,2.8,,21.8,14.7,18.3
07/23/2018,6.5,,27.7,18.2,23
07/24/2018,6.5,,28.7,17.4,23.1
07/25/2018,10.0,,28,13.5,20.8
07/26/2018,7.3,,28.4,12.3,20.4
07/27/2018,4.2,,24.8,12.7,18.8
07/28/2018,2.0,,21.6,10.4,16
07/29/2018,1.9,,25.9,9.6,17.8
07/30/2018,7.5,,26.5,11.2,18.9
07/31/2018,7.6,,25.6,13.7,19.7
08/01/2018,5.3,,25.9,18.4,22.2
08/02/2018,7.3,,27.3,15.5,21.4
08/03/2018,4.2,,29,14.2,21.6
08/04/2018,6.6,,29.4,14.3,21.9
08/05/2018,5.5,,32.4,13.9,23.2
08/06/2018,11.9,,30.8,20.1,25.5
08/07/2018,13.4,,27.2,18.1,22.7
08/08/2018,6.6,,25.8,14,19.9
08/09/2018,5.8,,28.1,13.4,20.8
08/10/2018,7.5,,25.3,12.1,18.7
08/11/2018,2.4,,27.2,10.4,18.8
08/12/2018,2.4,,28,12.9,20.5
08/13/2018,9.1,,28,12.7,20.4
08/14/2018,6.9,,29.6,15.6,22.6
08/15/2018,8.8,,29.9,14.5,22.2
08/16/2018,9.8,,29.2,15,22.1
08/17/2018,2.3,,26.9,19.6,23.3
08/18/2018,4.9,,24.5,15.4,20
